"","Arrestee.Type","Arrest.Year","Arrest.Date","Arrest.Hour","CCN","Arrest.Number.","Age","Defendant.PSA","Defendant.District","Defendant.Race","Defendant.Ethnicity","Defendant.Sex","Arrest.Category","Charge.Description","Arrest.Location.PSA","Arrest.Location.District","Arrest.Block.GEOX","Arrest.Block.GEOY","Arrest.Latitude","Arrest.Longitude","Offense.Location.PSA","Offense.Location.District","Offense.Block.GEOX","Offense.Block.GEOY","Offense.Latitude","Offense.Longitude"
"69","Adult Arrest",2019,2019-06-20,11,"8ed1c845761fa58db2d4d1d32dd87499475f656c9ea42d3cee742fec759cc381","9ed0e5a72906ec059591ce445cf1c2558b52df8348e8f327f3a6fcdc96b2dab2",19,604,"6D","BLACK","NOT HISPANIC","MALE","Homicide","Murder I",704,"7D",401700,130900,38.846,-76.98,"604","6D",405900,135100,38.883,-76.932
"70","Adult Arrest",2019,2019-06-21,11,"ead345813279e9c781eeb0361702cced7407e950ac3ab1a9e6bdef9e7ce3ff23","633f629f18182cb806ddcc61121337a20fc0e3a4d1e94fc3c791bfaa71a24519",19,604,"6D","BLACK","NOT HISPANIC","MALE","Homicide","Murder I",406,"4D",400100,143100,38.955,-76.999,"106","1D",401300,134800,38.881,-76.985
"71","Adult Arrest",2019,2019-06-26,3,"c792e9c3e4bfa88df9c5ed83595d5a90f5e86ee774f1f2f02b905db3459850aa","bcf2f8df1ed110b28de6bec3099595cf7df758283caba157e76bbe2465a9dd52",25,507,"5D","BLACK","NOT HISPANIC","MALE","Homicide","Murder I",NA,"",NA,NA,NA,NA,"507","5D",401900,136800,38.899,-76.979
"72","Adult Arrest",2019,2019-06-30,7,"47c42f8255fb91d525bc58931754e72a5197591a7bf58a8f3dd7f3e5190a6abc","7c7439c5ce7fc1ad6a03484cb3578ffde38fbe312077f9b949f33b3e7aae649d",21,301,"3D","BLACK","UNKNOWN","MALE","Homicide","Murder I",306,"3D",398200,138900,38.918,-77.021,"301","3D",397200,139000,38.919,-77.033
"73","Adult Arrest",2019,2019-07-02,6,"d15476db501f2acbb5f5b1a870045ce76101e051bb971a1bed630230c15858cd","fbf45ecffd2a146fe4aeffdc70108a8ff090422a9403aa71f49107ec4a5c3875",27,703,"7D","BLACK","NOT HISPANIC","FEMALE","Burglary","Burglary One",703,"7D",400900,132300,38.858,-76.989,"706","7D",401100,129400,38.832,-76.988
"74","Adult Arrest",2019,2019-07-05,7,"1426297f1a5a48e3e077e2a4471e2490e120fc64246ca12b9bc3d3ddb069ce46","d3ce112b815bdca1780bb70b3a4b4d1b7c949350b10ea5cc4a204363653c47d6",22,607,"6D","BLACK","UNKNOWN","MALE","Traffic Violations","Operation of all-terrain vehicles and dirt bikes",507,"5D",402400,137300,38.904,-76.972,"607","6D",403500,133400,38.869,-76.96
"75","Adult Arrest",2019,2019-07-08,1,"47c42f8255fb91d525bc58931754e72a5197591a7bf58a8f3dd7f3e5190a6abc","6c7c830d1d1e8a7d86cc275a2c4eebb219bec67fe7d8b002d78c6dc93b79a906",22,602,"6D","BLACK","NOT HISPANIC","MALE","Homicide","Murder I",403,"4D",NA,NA,NA,NA,"301","3D",397200,139000,38.919,-77.033
"76","Adult Arrest",2019,2019-07-08,1,"3c1940b61346eb2add229ce0be17df951f702ce937ac9a66d52c65b68b0d732d","04eb66fc00f943b142e4424e8b2304730eb370494fe75400807dd25e44df867a",33,107,"1D","BLACK","UNKNOWN","MALE","Liquor Law Violations","Possession Of An Open Container Of Alcohol (poca)",105,"1D",398900,134300,38.877,-77.013,"107","1D",400700,135100,38.883,-76.992
"77","Adult Arrest",2019,2019-07-09,5,"f82ad9ae6db922b78ea1af31bfcd1c68d26d7f3c6ff08d7d34fdd4af636cec3a","979166b1dde8b24bac68a4bb1d7a0fff8c6d27e170fdc87419bfa96ce1b37941",27,408,"4D","BLACK","UNKNOWN","MALE","Other Crimes","Obstruction Justice (harassment - Arrest) (intimidation)",408,"4D",397300,140500,38.932,-77.031,"408","4D",397300,140500,38.933,-77.032
"78","Adult Arrest",2019,2019-07-09,9,"1b797931c5debab8becdd72f85fcbf464f2f851ed4a5cb983d1513dac476b351","206856f5b52c9b81218e276fd028935d00c4ca62fce992123e70d38a49a17169",37,608,"6D","BLACK","UNKNOWN","MALE","Aggravated Assault","Assault",608,"6D",407400,136500,38.896,-76.915,"608","6D",407400,136500,38.896,-76.915
"79","Adult Arrest",2019,2019-07-12,5,"1b797931c5debab8becdd72f85fcbf464f2f851ed4a5cb983d1513dac476b351","36604d99fb0800e19f4bbcbdf1c75f735a1ebeb568ea9682f0867702b4741808",29,NA,"","BLACK","NOT HISPANIC","MALE","Aggravated Assault","Assault",608,"6D",407600,136300,38.894,-76.912,"608","6D",407400,136500,38.896,-76.915
"80","Adult Arrest",2019,2019-07-18,10,"93b9818cce6f27ccb42385b598040297bd2e20184564bc9456c1b94445bbcabb","f5621a3a4d2edd7184af284d110de93ca9d2f5bb3faa4789224dfa53a4e010a4",19,507,"5D","BLACK","UNKNOWN","MALE","Robbery","Robbery",503,"5D",402300,138600,38.915,-76.974,"503","5D",403200,139600,38.925,-76.963
"81","Adult Arrest",2019,2019-07-24,11,"1dfd0b4f122a8fc6588dbd687927ab5a73d5e681d56f0f84feb1129383540984","4c21fef5e20c91650acbb63f415480c08106e6a4aeb643b265a30f29e6ee401a",24,NA,"","BLACK","UNKNOWN","MALE","Robbery","Robbery",402,"4D",397600,143900,38.963,-77.027,"401","4D",397700,145900,38.981,-77.026
"82","Adult Arrest",2019,2019-07-24,9,"3c1940b61346eb2add229ce0be17df951f702ce937ac9a66d52c65b68b0d732d","51ee6cd584d04b49fc392bb405992389ab1c7efc08136767edea432850c5c427",30,107,"1D","WHITE","NOT HISPANIC","MALE","Liquor Law Violations","Possession Of An Open Container Of Alcohol (poca)",105,"1D",398900,134300,38.877,-77.013,"107","1D",400700,135100,38.883,-76.992
"83","Adult Arrest",2019,2019-07-26,10,"c792e9c3e4bfa88df9c5ed83595d5a90f5e86ee774f1f2f02b905db3459850aa","4d4653e5af02dfe458a77630b7f01e1c4825cb949cfb758241864d8cd19fb5fe",22,104,"1D","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault W/i To Kill",105,"1D",398900,134300,38.877,-77.013,"507","5D",401900,136800,38.899,-76.979
"84","Adult Arrest",2019,2019-07-29,12,"a9f1ec9946c395a8a38b07d5472d1633823ab3f5a0222adbb39ad5b1664ea1b5","a276749faf91de00ee6cbefd2dc74b31ac288d480805b125395b77bef3c36dfa",24,708,"7D","BLACK","UNKNOWN","MALE","Prostitution","Sex Trafficking Of Children",102,"1D",398200,136300,38.895,-77.02,"302","3D",397400,140300,38.931,-77.03
"85","Adult Arrest",2019,2019-07-30,11,"1dfd0b4f122a8fc6588dbd687927ab5a73d5e681d56f0f84feb1129383540984","363f232b8ac5309e49b584b95a3d68b0b2679f5e99a2fb83f9a249117d17a4cd",24,608,"6D","BLACK","UNKNOWN","FEMALE","Robbery","Robbery",402,"4D",397600,143900,38.963,-77.027,"401","4D",397700,145900,38.981,-77.026
"86","Adult Arrest",2019,2019-07-30,11,"a9f1ec9946c395a8a38b07d5472d1633823ab3f5a0222adbb39ad5b1664ea1b5","65e4b4bb3546160ecbea6c27dd6bff77f28c56cccc2e550fcefd3bc3e05db1f4",26,NA,"","BLACK","NOT HISPANIC","FEMALE","Prostitution","Sex Trafficking Of Children",102,"1D",398600,136100,38.893,-77.016,"302","3D",397400,140300,38.931,-77.03
"87","Adult Arrest",2019,2019-07-30,8,"93b9818cce6f27ccb42385b598040297bd2e20184564bc9456c1b94445bbcabb","55595ae5c0e8b68ea01dfc6fbf35890e15be1b6db1bbf340e93c11fd4d99ffa0",20,503,"5D","BLACK","NOT HISPANIC","MALE","Robbery","Robbery",503,"5D",402500,140300,38.931,-76.972,"503","5D",403200,139600,38.925,-76.963
"88","Adult Arrest",2019,2019-07-30,9,"e90dfd6f1f48358ec5c36c9d8bbe99741d953511d9c13c9c0acc880fc207f6d2","8946ae42ae49f6ed38481b1c4f6f99f55355c24a7329eb0f66080838f1798936",62,507,"5D","BLACK","UNKNOWN","MALE","Disorderly Conduct","Illegal Dumping",507,"5D",401900,136200,38.894,-76.979,"603","6D",404000,136100,38.893,-76.954
"89","Adult Arrest",2019,2019-08-05,2,"d15476db501f2acbb5f5b1a870045ce76101e051bb971a1bed630230c15858cd","997aaaa238c4636ab2dfe181a5c01318a1f2112cb94d08bf3008e669379d36d1",51,NA,"","BLACK","NOT HISPANIC","MALE","Burglary","Burglary One",603,"6D",404300,136200,38.893,-76.951,"706","7D",401100,129400,38.832,-76.988
"90","Adult Arrest",2019,2019-08-07,12,"9702bcc4c2181258288a6d6988ccb99c5c03aaf5693a161a9589be021e5c481b","ad78797f0c8a4ed7cd6c2209075ff5469190e47a33242da195ddf5a1abd04511",19,707,"7D","BLACK","NOT HISPANIC","MALE","Theft from Auto","Theft Second Degree (theft From Motor Vehicle)",102,"1D",398400,136200,38.894,-77.019,"101","1D",398000,136900,38.9,-77.024
"91","Adult Arrest",2019,2019-08-13,4,"0c986df82988a5fd91eee24b6df087f83a4175a76d65d0bb225e88d194d0abe6","4404315a36eef2a740afe4e4425d7cc8d7721e59dc6ad3a71a8dc3446ecca9b7",23,602,"6D","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault With A Dangerous Weapon",608,"6D",405400,135800,38.89,-76.937,"604","6D",405500,135700,38.889,-76.937
"92","Adult Arrest",2019,2019-08-14,1,"ffbc2bf1966e167be886dfe12a516f30ffd0f08b8c0d326b7663342210c38126","568df73ab88fc095aa7d6718a64771c717739f235c875a7901bb1e94fff59bca",42,507,"5D","BLACK","UNKNOWN","MALE","Robbery","Robbery",701,"7D",400900,133100,38.865,-76.99,"507","5D",401600,136900,38.9,-76.982
"93","Adult Arrest",2019,2019-08-15,4,"ffbc2bf1966e167be886dfe12a516f30ffd0f08b8c0d326b7663342210c38126","fe75539b662110a73c758c45be9b28ec4ee3cdecc919e40ba1c1d528b860aec6",29,602,"6D","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault With A Dangerous Weapon",507,"5D",401600,136900,38.9,-76.982,"507","5D",401600,136900,38.9,-76.982
"94","Adult Arrest",2019,2019-08-16,10,"e90dfd6f1f48358ec5c36c9d8bbe99741d953511d9c13c9c0acc880fc207f6d2","31fa16dc4fe4f230a7eb95d869407c0dd649f4914df2072ce512e516aefdd218",61,505,"5D","BLACK","NOT HISPANIC","MALE","Disorderly Conduct","Illegal Dumping",102,"1D",398600,136300,38.894,-77.017,"603","6D",404000,136100,38.893,-76.954
"95","Adult Arrest",2019,2019-08-16,4,"0c986df82988a5fd91eee24b6df087f83a4175a76d65d0bb225e88d194d0abe6","3e06e5a9b38ce3c357dde1cbff90ca838aacfe130845634c77ff694ec9aa0601",23,604,"6D","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault With A Dangerous Weapon",701,"7D",401600,132800,38.863,-76.981,"604","6D",405500,135700,38.889,-76.937
"96","Adult Arrest",2019,2019-08-27,11,"1f09bf30b222128a2263cce62921d82605cde8ff50fcdd445150b043c03624e9","93f4428880591f24d982971ad392d5e35f7c7666dc10612c19fed9b51456a791",18,707,"7D","BLACK","NOT HISPANIC","MALE","Weapon Violations","CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564",707,"7D",400200,130900,38.846,-76.998,"707","7D",400200,130900,38.846,-76.998
"97","Adult Arrest",2019,2019-08-27,7,"76c9ea4106c92392b565e5a29b6a8c20e0c1bb35b0855c3e845abc8779e3c45f","a65f1203c45aaf6d00e3abc26c3a88a135503233954a8d95177eb5e7d08e12d9",26,302,"3D","BLACK","NOT HISPANIC","FEMALE","Simple Assault","Simple Assault",302,"3D",396900,140000,38.928,-77.036,"302","3D",396900,140000,38.928,-77.036
"98","Adult Arrest",2019,2019-09-02,8,"5b83321b0a9ab14ebf1e515a6b29840aede2096229e245ae1d210c684c36fef1","24798c323070d8742171ec4fb6acbb61e94bee87221b33351bcb7ae912f47aaf",22,304,"3D","BLACK","HISPANIC","MALE","Aggravated Assault","Aggravated Assault",101,"1D",398100,136900,38.9,-77.022,"101","1D",398100,136900,38.9,-77.022
"99","Adult Arrest",2019,2019-09-03,4,"76c9ea4106c92392b565e5a29b6a8c20e0c1bb35b0855c3e845abc8779e3c45f","1140905ccae51151bae02d453e72f994123c5be6a2af261a68e059bd32923521",28,607,"6D","BLACK","NOT HISPANIC","MALE","Simple Assault","Simple Assault",302,"3D",396900,140000,38.928,-77.036,"302","3D",396900,140000,38.928,-77.036
"100","Adult Arrest",2019,2019-09-03,9,"f05466f085370396f469ea44dcc13b7b9184af46b2c8e73c65f731f5a197b0f1","47a2e347664a65f9a85cb57a7c12b4e42635c7bd352fa086bdc073e93e7e2a24",23,608,"6D","BLACK","NOT HISPANIC","FEMALE","Simple Assault","Simple Assault",702,"7D",402600,131700,38.853,-76.97,"102","1D",398400,136200,38.894,-77.019
"101","Adult Arrest",2019,2019-09-04,1,"f05466f085370396f469ea44dcc13b7b9184af46b2c8e73c65f731f5a197b0f1","04b478d9fcb3550df4c3accc9d7d8fff85587ddcfc36c59cdfec5fe522cad9c0",43,608,"6D","BLACK","NOT HISPANIC","FEMALE","Simple Assault","Simple Assault",608,"6D",406100,136900,38.9,-76.93,"102","1D",398400,136200,38.894,-77.019
"102","Adult Arrest",2019,2019-09-05,4,"3396cd623505783cb3ee65a40dc00920b8e3f91c16164b419c04bb6817c254da","3368d91882076f94b300bd808e60a9e5c243c09a164357bb2823770bb669bb72",24,605,"6D","BLACK","NOT HISPANIC","MALE","Other Crimes","Resisting Arrest",302,"3D",397200,140000,38.928,-77.032,"403","4D",397900,143500,38.959,-77.025
"103","Adult Arrest",2019,2019-09-06,7,"08bd06a9c1c3a7a4811cb4d5fc8641e6ed5e4c23c01ae1036a2056bc1ffeea3a","56bad53f3488397a23f91b2721636444c5a913ca1b828666d12ca4211998f0bd",25,302,"3D","BLACK","NOT HISPANIC","MALE","Theft","Shoplifting",206,"2D",394200,138500,38.914,-77.067,"206","2D",394200,138700,38.916,-77.067
"104","Adult Arrest",2019,2019-09-09,2,"5b83321b0a9ab14ebf1e515a6b29840aede2096229e245ae1d210c684c36fef1","6d31c5052a261b2b652bb8b5593d1091d5207946f08f776bf36aff72db8aa745",20,NA,"","BLACK","NOT HISPANIC","FEMALE","Simple Assault","Simple Assault",101,"1D",398100,136900,38.9,-77.022,"101","1D",398100,136900,38.9,-77.022
"105","Adult Arrest",2019,2019-09-10,7,"3396cd623505783cb3ee65a40dc00920b8e3f91c16164b419c04bb6817c254da","edd9cecc1fa7f68ed212bfabc316bc8afc484189da749cae650d1e72020e56d5",32,NA,"","UNKNOWN","HISPANIC","MALE","Burglary","Burglary One",204,"2D",393500,140800,38.935,-77.075,"403","4D",397900,143500,38.959,-77.025
"106","Adult Arrest",2019,2019-09-11,8,"705f21e917ae04d4abff4b4447fc7d6331a9ebc73d8910722596023e42e37b63","564f210e3cb8fa3da6e0bf25024b394062267b839d1c977d4a412afb91a1362f",27,707,"7D","BLACK","NOT HISPANIC","MALE","Simple Assault","Simple Assault",707,"7D",399900,131200,38.848,-77.001,"603","6D",404200,136300,38.895,-76.951
"107","Adult Arrest",2019,2019-09-24,8,"4957fbddd7170ca14775c441adcb37d71a314fd6e15071b31db0a26610496a13","d956d8b206843b3532075a6ee5f546aac439b5ff4e747499caa9cc121b346f57",27,606,"6D","BLACK","UNKNOWN","MALE","Theft","Theft First Degree (all Other Larceny)",102,"1D",398600,136300,38.894,-77.017,"106","1D",399800,135500,38.887,-77.002
"108","Adult Arrest",2019,2019-09-25,7,"4e34e57426e1189d96a83577659c022be8766d3f2cc64caf862de0a1aaa02567","c1e08bb37283b8e0f1417412ad8b88d7a9aacb3709665b654dea3cf7b59dcc81",51,208,"2D","WHITE","NOT HISPANIC","MALE","Narcotics","Poss W/i To Dist Marijuana-fel",208,"2D",395700,138100,38.911,-77.05,"208","2D",395700,138100,38.911,-77.05
"109","Adult Arrest",2019,2019-09-30,10,"d5530cf4346a48182167fe30b1b38cc86e86613fb7a477b35c78040cc2c546a4","c7a221c1ccfff5cdca9d4ceb47adbbdff3774ebbf3380cbe638e1e25d3ca91b2",29,105,"1D","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault With A Dangerous Weapon",105,"1D",399000,133800,38.872,-77.012,"105","1D",399100,133900,38.873,-77.011
"110","Adult Arrest",2019,2019-09-30,7,"4957fbddd7170ca14775c441adcb37d71a314fd6e15071b31db0a26610496a13","3f67e95e0383a31a63cab9844a5ef5f8d4767e0a4559323d2a33751e028a9607",43,NA,"","BLACK","UNKNOWN","MALE","Release Violations/Fugitive","Bench Warrant",102,"1D",398600,136300,38.894,-77.017,"106","1D",399800,135500,38.887,-77.002
"111","Adult Arrest",2019,2019-10-01,11,"08bd06a9c1c3a7a4811cb4d5fc8641e6ed5e4c23c01ae1036a2056bc1ffeea3a","8eeb8ddb9673c5241bafbb661f6387dd3a0881b70fa5a75483508ae4578a558f",25,504,"5D","BLACK","NOT HISPANIC","MALE","Theft","Theft Second Degree (all Other Larceny)",102,"1D",398400,136200,38.894,-77.019,"206","2D",394200,138700,38.916,-77.067
"112","Adult Arrest",2019,2019-10-02,10,"d5530cf4346a48182167fe30b1b38cc86e86613fb7a477b35c78040cc2c546a4","c6ec626e3e5a0b192ad140e6876875afb1f4722673a2ad6056e40a2ab02f8930",19,102,"1D","BLACK","NOT HISPANIC","MALE","Robbery","Robbery",504,"5D",400600,139400,38.922,-76.994,"105","1D",399100,133900,38.873,-77.011
"113","Adult Arrest",2019,2019-10-05,7,"fc5613b905749843884907008e73dbd046b5d7532d4268afe8940920460724f2","e606355527b0b4fb76e4230157751797accdbaed9cffc1978200d470192e49a0",38,NA,"","BLACK","NOT HISPANIC","MALE","Aggravated Assault","Aggravated Assault",304,"3D",397200,139600,38.924,-77.033,"304","3D",397100,139400,38.922,-77.034
"114","Adult Arrest",2019,2019-10-07,12,"a5214cd71f90201c43469575a34f8abba4ec9fa546984f4cf4c001ac6e99caae","44cfef36158edcb6cfe7d6c1b612d524ea636420a5b95a2844c07a9a7ffaaa81",38,NA,"","BLACK","NOT HISPANIC","MALE","Kidnapping","Kidnapping",503,"5D",402300,138600,38.915,-76.974,"104","1D",400100,137000,38.9,-76.999
"115","Adult Arrest",2019,2019-10-11,6,"4e34e57426e1189d96a83577659c022be8766d3f2cc64caf862de0a1aaa02567","7a552af84f230b2e79a4c934699136b8ae4dc11855fe587915c6934688064502",52,NA,"","WHITE","NOT HISPANIC","MALE","Narcotics","Poss W/i To Dist Marijuana-fel",101,"1D",398000,137200,38.903,-77.023,"208","2D",395700,138100,38.911,-77.05
"116","Adult Arrest",2019,2019-10-21,10,"a9f1ec9946c395a8a38b07d5472d1633823ab3f5a0222adbb39ad5b1664ea1b5","54e0bf71347a9f02e38acc3ca5d7139c04c1fbdcf5d6e1b97298fc2652fa29fd",45,NA,"","BLACK","NOT HISPANIC","FEMALE","Prostitution","Sex Trafficking Of Children",101,"1D",398600,136700,38.898,-77.016,"302","3D",397400,140300,38.931,-77.03
"117","Adult Arrest",2019,2019-10-22,1,"1f09bf30b222128a2263cce62921d82605cde8ff50fcdd445150b043c03624e9","72820d1be6bc4bd10807cb4f349b8992c2d6e6b32f1c309df49444ca66a677a7",26,702,"7D","BLACK","NOT HISPANIC","MALE","Simple Assault","Threats To Do Bodily Harm -misd",707,"7D",400200,130900,38.845,-76.997,"707","7D",400200,130900,38.846,-76.998
"118","Adult Arrest",2019,2019-10-29,8,"705f21e917ae04d4abff4b4447fc7d6331a9ebc73d8910722596023e42e37b63","b729227771317774633251b4d9b3f373b13e8948a8335fcf2c9cd94389033a66",28,102,"1D","BLACK","NOT HISPANIC","FEMALE","Simple Assault","Simple Assault",105,"1D",398900,134300,38.877,-77.013,"603","6D",404200,136300,38.895,-76.951
"119","Adult Arrest",2019,2019-11-07,3,"58c6837034792e8de937a2ef4e4861dfff63661b790454641385bc1e59fe99f5","92b5435e360cf2ce87c4ddb0f2535389c81c4ac6bcc59971e3f26049230fb249",21,604,"6D","BLACK","NOT HISPANIC","FEMALE","Traffic Violations","Operation of all-terrain vehicles and dirt bikes",604,"6D",405600,134900,38.882,-76.935,"604","6D",405600,134900,38.882,-76.935
"120","Adult Arrest",2019,2019-11-11,6,"f108fb23405da0da1c7020e0ed354dd682a782cc906e930e814576e4842ab039","418649511d1a6914812b2eda394ad469a35e9ebccce4ba0d6710389750231cca",29,603,"6D","BLACK","NOT HISPANIC","FEMALE","Robbery","Robbery",603,"6D",404000,135300,38.886,-76.954,"403","4D",398300,143000,38.955,-77.02
"121","Adult Arrest",2019,2019-11-13,10,"b799b9ad21d9966c6c5b864695aca40489d70dd22dacc5633b56f3a6328e7b69","0ba0fb85c9e91076806685b2386e24408f4042217db3deb47750caac70f5fca4",30,NA,"","BLACK","UNKNOWN","MALE","Homicide","Murder I",505,"5D",400800,139200,38.921,-76.991,"605","6D",404700,133400,38.869,-76.946
"122","Adult Arrest",2019,2019-11-14,8,"f108fb23405da0da1c7020e0ed354dd682a782cc906e930e814576e4842ab039","818b3dce8da4deb8bccfe22ed8c180ce10721038c2e96335b798a02d5ebe66bf",24,NA,"","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault With A Dangerous Weapon",608,"6D",406100,136900,38.9,-76.93,"403","4D",398300,143000,38.955,-77.02
"123","Adult Arrest",2019,2019-11-23,7,"58c6837034792e8de937a2ef4e4861dfff63661b790454641385bc1e59fe99f5","ac5071071388a8482f48a8392dd3a900ae8a8246f75c606a02182652d2859678",28,NA,"","BLACK","NOT HISPANIC","MALE","Traffic Violations","Operation of all-terrain vehicles and dirt bikes",604,"6D",405600,134900,38.882,-76.935,"604","6D",405600,134900,38.882,-76.935
"124","Adult Arrest",2019,2019-11-25,3,"58c6e3c3eeb202d8135b9c50021ff000d8caecca83082e056c082ca5f1acf1e7","ee0ce0e0c29e0296b6f5a88bb67ab746329478a48d9bd36ce9f104cb289800c7",39,604,"6D","BLACK","NOT HISPANIC","FEMALE","Traffic Violations","Fleeing from a law enforcement officer in a motor vehicle",608,"6D",406100,136900,38.9,-76.93,"604","6D",405900,135000,38.883,-76.932
"125","Adult Arrest",2019,2019-11-27,1,"2b07c25959e4ac16b0cf4c97f4478b4dfc01e123a0c091d927bead62134e5486","fbcab7addf8ce8b9b9a153af607d4e5f8bf3e44f14aad1af9549e02b4b86990f",48,502,"5D","BLACK","UNKNOWN","MALE","Narcotics","Poss Of A Controlled Substance -misd",502,"5D",400300,139800,38.926,-76.997,"502","5D",400300,139800,38.926,-76.997
"126","Adult Arrest",2019,2019-12-01,9,"7e66299e2863a819a5e23c5c9c2dba80015bd06e9daa5c7eb14b11a0e18bbdf8","63fcc48c94a79020a290085703bb845cffd3c9aed03e99b41c3c76b9646c62c0",25,405,"4D","BLACK","NOT HISPANIC","MALE","Homicide","Murder I",405,"4D",398600,140200,38.93,-77.016,"702","7D",403000,131700,38.853,-76.965
"127","Adult Arrest",2019,2019-12-02,5,"2b07c25959e4ac16b0cf4c97f4478b4dfc01e123a0c091d927bead62134e5486","1f5e6a2ffba0f9fba97bedf0e1f852b7dd72d5f1dac728a16d3109cfe8ec951a",23,502,"5D","BLACK","NOT HISPANIC","MALE","Narcotics","Poss W/i To Dist A Controlled Substance",502,"5D",400400,139700,38.925,-76.996,"502","5D",400300,139800,38.926,-76.997
"128","Adult Arrest",2019,2019-12-05,9,"8f91c3e38a8f32759c202b008ec7bff52e904956bb73c1a1e395d9f0d8038c47","d31bab7d84991c88cf093a60ac2c41a120db8135ee9e21a2149d5b6fe37f1cbe",26,304,"3D","BLACK","NOT HISPANIC","MALE","Homicide","Murder I",706,"7D",401000,129400,38.832,-76.988,"705","7D",400500,130200,38.839,-76.994
"129","Adult Arrest",2019,2019-12-06,10,"fc5613b905749843884907008e73dbd046b5d7532d4268afe8940920460724f2","fa94609869b0f3ed43c580e4072256ced2e166b8db412b7c40013ebbc4264478",42,302,"3D","BLACK","NOT HISPANIC","MALE","Robbery","Robbery",302,"3D",397100,140000,38.928,-77.033,"304","3D",397100,139400,38.922,-77.034
"130","Adult Arrest",2019,2019-12-10,9,"8f91c3e38a8f32759c202b008ec7bff52e904956bb73c1a1e395d9f0d8038c47","70c9bc9268ce9dfd6b1677ad30f0ad461e8d1134764d1886023f889a7084878d",19,506,"5D","BLACK","UNKNOWN","MALE","Homicide","Murder I",105,"1D",398900,134300,38.877,-77.013,"705","7D",400500,130200,38.839,-76.994
"131","Adult Arrest",2019,2019-12-11,10,"c839e2f1816657015ec72c4e0b69e11dd662815e85299ed344ad3ef430b97a3f","1f7a72f0c2789b4569bc75ea04332372b7e7bbe567fb110ac0f0c87a5fe9c66a",22,505,"5D","BLACK","NOT HISPANIC","MALE","Homicide","Murder I",105,"1D",398900,134300,38.877,-77.013,"501","5D",401100,137900,38.909,-76.988
"132","Adult Arrest",2019,2019-12-12,7,"7e66299e2863a819a5e23c5c9c2dba80015bd06e9daa5c7eb14b11a0e18bbdf8","8987a6f22c9ca09a79656d0bd337c8f36552caf4806e040e0d22acc97fb84a80",25,407,"4D","BLACK","UNKNOWN","MALE","Homicide","Murder I",105,"1D",398900,134300,38.877,-77.013,"702","7D",403000,131700,38.853,-76.965
"133","Adult Arrest",2019,2019-12-14,11,"ac32e4ecebc4df3dac4c532138b74942eb604ce9baadb50be4ac17048b490fe1","c5bb0845a49a76c433c3ae0726c97282917de7a28e3b80c256fe330279c4441b",31,NA,"","BLACK","NOT HISPANIC","MALE","Other Crimes","Resisting Arrest",703,"7D",400800,131900,38.855,-76.991,"703","7D",400800,131900,38.855,-76.991
"134","Adult Arrest",2019,2019-12-15,12,"ac32e4ecebc4df3dac4c532138b74942eb604ce9baadb50be4ac17048b490fe1","ed986b4a659c6c029ebc6c1086e1faec6f84b06ee2c41e8a556c4a863d408957",30,703,"7D","BLACK","NOT HISPANIC","FEMALE","Assault on a Police Officer","Assault On A Police Officer (simple Assault)",703,"7D",400800,131900,38.855,-76.991,"703","7D",400800,131900,38.855,-76.991
"135","Adult Arrest",2019,2019-12-18,5,"c839e2f1816657015ec72c4e0b69e11dd662815e85299ed344ad3ef430b97a3f","9bf082e844735a11c8e363c7a03c2a72e21c16b7833d3babc3478e0300e47a2e",21,505,"5D","BLACK","NOT HISPANIC","MALE","Homicide","Murder I",505,"5D",401500,139300,38.921,-76.983,"501","5D",401100,137900,38.909,-76.988
"136","Adult Arrest",2019,2019-12-24,8,"555fda3a64df754b2ab7394df8eb768b16cff24b786b67704abcc98aef6f68de","d49d8ee12d20d7cad0cc333ba89abaa8f132c1213b9db123e7404d0193c67561",27,307,"3D","BLACK","NOT HISPANIC","MALE","Simple Assault","Simple Assault",702,"7D",402600,131700,38.853,-76.97,"703","7D",401100,132400,38.86,-76.987
"137","Adult Arrest",2019,2019-12-26,3,"555fda3a64df754b2ab7394df8eb768b16cff24b786b67704abcc98aef6f68de","8d10e0978ac361a432e7795e558fbccd5c46ee2d4fdf6da56870286891b57b52",21,601,"6D","BLACK","NOT HISPANIC","FEMALE","Simple Assault","Simple Assault",702,"7D",402600,131700,38.853,-76.97,"703","7D",401100,132400,38.86,-76.987
"138","Adult Arrest",2020,2020-01-01,4,"b1a530970d351c700df6274c0e1f042ce49ff2ba","c35878a7d0d4728c7eb1d40dcca241cbe3fc9630",26,NA,"","ASIAN","NOT HISPANIC","MALE","Simple Assault","Threats To Do Bodily Harm -misd",303,"3D",396300,139300,38.922,-77.043,"303","3D",396400,139300,38.922,-77.042
