"","Arrestee.Type","Arrest.Year","Arrest.Date","Arrest.Hour","CCN","Arrest.Number.","Age","Defendant.PSA","Defendant.District","Defendant.Race","Defendant.Ethnicity","Defendant.Sex","Arrest.Category","Charge.Description","Arrest.Location.PSA","Arrest.Location.District","Arrest.Block.GEOX","Arrest.Block.GEOY","Arrest.Latitude","Arrest.Longitude","Offense.Location.PSA","Offense.Location.District","Offense.Block.GEOX","Offense.Block.GEOY","Offense.Latitude","Offense.Longitude"
"19","Adult Arrest",2019,2019-02-13,5,"a5214cd71f90201c43469575a34f8abba4ec9fa546984f4cf4c001ac6e99caae","ba5432872012bfc5caeb32b55a98c218e7f3835ef246937c3a5bb482fc8c195c",37,NA,"","BLACK","NOT HISPANIC","MALE","Weapon Violations","Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015",501,"5D",400400,137100,38.902,-76.995,"104","1D",400100,137000,38.9,-76.999
"20","Adult Arrest",2019,2019-02-28,12,"fd0ee5476cb3933641a7ea3655f0daacc4982fa39d9cf650a283048917576a1a","02de4cfef02c1cb4bebfee92eb7c84b32a711ce1783dffd0d558254ce6ca47fa",26,702,"7D","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault With A Dangerous Weapon",702,"7D",402600,131700,38.853,-76.97,"104","1D",400500,137000,38.9,-76.994
"21","Adult Arrest",2019,2019-03-08,6,"2a1d60934c47325f0e6d14abd846de867920bdae95499162fa5d087229fa0868","b38b258cdbebe6c43eff70c0f1df5468388a1f508b76e16db344e0ef777019f0",23,608,"6D","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault W/i To Kill",608,"6D",406500,136200,38.894,-76.925,"608","6D",406600,136000,38.892,-76.923
"22","Adult Arrest",2019,2019-03-12,3,"fd0ee5476cb3933641a7ea3655f0daacc4982fa39d9cf650a283048917576a1a","375fa31a711dde606aa61706b240761a500ff35835de90f5b27f86a65a3c7792",27,405,"4D","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault W/i To Kill",105,"1D",398900,134300,38.877,-77.013,"104","1D",400500,137000,38.9,-76.994
"23","Adult Arrest",2019,2019-03-15,8,"93b9818cce6f27ccb42385b598040297bd2e20184564bc9456c1b94445bbcabb","c169d98f9fb2129e6d380c607125b8502610e462da7152c948901af91c5546fa",20,608,"6D","BLACK","NOT HISPANIC","MALE","Motor Vehicle Theft","Theft First Degree (Stolen Auto)",506,"5D",401200,137100,38.902,-76.987,"503","5D",403200,139600,38.925,-76.963
"24","Adult Arrest",2019,2019-03-17,7,"9f6123c61b39caee452de5087837bc2a81a44b0726dd5c9be367f41c3a98cf66","4e0ee8748704daaee75ba98d89f4c820142fb268ff4cc3e96309bf0e20cc501b",22,NA,"","BLACK","UNKNOWN","MALE","Weapon Violations","Carrying a Pistol Without a License (Outside Home or Place of Business) 2015",706,"7D",400200,129700,38.835,-76.997,"706","7D",400200,129700,38.835,-76.997
"25","Adult Arrest",2019,2019-03-20,9,"75f24719c56e8f7b0009d8771273660472268d7da196804dfc0ef90cfc6fd355","d26293478a3ce5fd2613f2c2dc67ed6168b2c43f38628f1e6030ef4d16f2662a",55,602,"6D","BLACK","UNKNOWN","MALE","Disorderly Conduct","Illegal Dumping",608,"6D",406100,136900,38.9,-76.93,"605","6D",403200,134400,38.877,-76.963
"26","Adult Arrest",2019,2019-03-21,1,"9f6123c61b39caee452de5087837bc2a81a44b0726dd5c9be367f41c3a98cf66","20de905761ca39f43ffd2c6f1690b2440e954ea9c18c781b5fcc5f4ef3de1351",24,NA,"","BLACK","UNKNOWN","MALE","Traffic Violations","Fleeing from a law enforcement officer in a motor vehicle",102,"1D",398400,136200,38.894,-77.019,"706","7D",400200,129700,38.835,-76.997
"27","Adult Arrest",2019,2019-03-21,7,"46dc72202caf6e7606f0a38b3fdc5e73f465b0e6962a4c3cbfb664973057e30b","36d48be4b8d3777d455a12d9ff5e74ef4eab56de068ecb2af120200b5cd8f70f",22,409,"4D","BLACK","NOT HISPANIC","MALE","Theft from Auto","Theft (theft From Motor Vehicle)",409,"4D",398000,140500,38.932,-77.023,"304","3D",397900,139900,38.927,-77.024
"28","Adult Arrest",2019,2019-03-26,12,"1a7c6285488a0262298b6c0fad9ae51c114db684ac1bb8bf4f99bf459d1927ca","1a0311d5ed58cb1c6a107fb9fd237901a5912a5b5fd529f4861c4785c9b5e9f9",22,NA,"","BLACK","UNKNOWN","MALE","Burglary","Burglary One",608,"6D",406100,136900,38.9,-76.93,"601","6D",404300,137600,38.906,-76.951
"29","Adult Arrest",2019,2019-03-26,9,"2a1d60934c47325f0e6d14abd846de867920bdae95499162fa5d087229fa0868","25afd355b7863371d086c3b242f0b7981d1d7e81132666f4fcc8b1256e0473a9",29,NA,"","BLACK","UNKNOWN","MALE","Assault with a Dangerous Weapon","Assault W/i To Kill",NA,"",NA,NA,NA,NA,"608","6D",406600,136000,38.892,-76.923
"30","Adult Arrest",2019,2019-04-01,7,"46dc72202caf6e7606f0a38b3fdc5e73f465b0e6962a4c3cbfb664973057e30b","9f307cdfeb903244e6104cd325a3c0906fa7a602da274aead6e7fd40f7a4f626",27,701,"7D","BLACK","UNKNOWN","MALE","Theft from Auto","Theft (theft From Motor Vehicle)",701,"7D",402500,132200,38.857,-76.972,"304","3D",397900,139900,38.927,-77.024
"31","Adult Arrest",2019,2019-04-03,10,"1a7c6285488a0262298b6c0fad9ae51c114db684ac1bb8bf4f99bf459d1927ca","fb207b4e48cbd85c3ae2da58c19de9abfa065836b00f6ec3b8da57bb80871277",19,NA,"","BLACK","UNKNOWN","MALE","Burglary","Burglary One",608,"6D",406100,136900,38.9,-76.93,"601","6D",404300,137600,38.906,-76.951
"32","Adult Arrest",2019,2019-04-05,6,"a6cadd0a59bca6a499475a3c7c179c3b2c5970139b8c79a4f2c25372674f2d22","0019aa17cbd11b359b66a093ca07807c482d2b678364f26e83b7ef941d63a0ab",28,202,"2D","BLACK","NOT HISPANIC","FEMALE","Robbery","Robbery",101,"1D",398100,136900,38.9,-77.022,"101","1D",398100,136900,38.9,-77.022
"33","Adult Arrest",2019,2019-04-09,7,"8ed1c845761fa58db2d4d1d32dd87499475f656c9ea42d3cee742fec759cc381","02ef361020452a295fbe3d43782b7be5362c085d47906ed52381e6c6946da430",22,604,"6D","BLACK","UNKNOWN","MALE","Homicide","Murder I",604,"6D",405300,134900,38.882,-76.939,"604","6D",405900,135100,38.883,-76.932
"34","Adult Arrest",2019,2019-04-10,4,"6e254eb6e0dc0c3ab8daebebfc91a4f37ad119755acb72dac7930c5982b938a2","f21c967c0263ded531a73d6e68e4dd560643d6ab841df549ab021f116d762da8",19,403,"4D","BLACK","NOT HISPANIC","MALE","Weapon Violations","Carrying a Pistol Without a License (Outside Home or Place of Business) 2015",402,"4D",397500,143800,38.962,-77.029,"402","4D",397500,143800,38.962,-77.028
"35","Adult Arrest",2019,2019-04-23,11,"83c17a1088f62faa7eba8abdd3e7b54bf188e67f60fe6625d42badcddd8154c2","d089d2742b2aa817aa03f90e730527b485bdf827fc4ec8ba9abb05f3ba6c4f10",31,406,"4D","BLACK","NOT HISPANIC","FEMALE","Damage to Property","Destruction Of Property Less Than $1000",406,"4D",399700,143400,38.959,-77.004,"402","4D",397600,143900,38.963,-77.027
"36","Adult Arrest",2019,2019-04-23,6,"91bd3894e0de8dd4617eff77bac6bc7fb24e8a45f700a017c0dd86f4fca8d6af","617684ceb6840f1694e33c634d51f6dbbfff0e65e68fb36e5f259befa464c308",18,408,"4D","BLACK","UNKNOWN","MALE","Homicide","Murder I",405,"4D",398600,140200,38.93,-77.016,"705","7D",400300,130900,38.846,-76.996
"37","Adult Arrest",2019,2019-04-24,1,"83c17a1088f62faa7eba8abdd3e7b54bf188e67f60fe6625d42badcddd8154c2","a7ca15910b742fb762a4c59447e21cb7c43c1906ea5607b4d61dec8d896c920f",36,407,"4D","BLACK","NOT HISPANIC","FEMALE","Damage to Property","Destruction Of Property Less Than $1000",406,"4D",399700,143400,38.959,-77.004,"402","4D",397600,143900,38.963,-77.027
"38","Adult Arrest",2019,2019-04-24,11,"ad8462bc5ea08b8c8959b5bd71cba73b9a540aa20856f06fe890fb198275c8ec","4e7529e13898453ba26136404a4c0701302b77de7365e569c22679f45c550071",37,NA,"","BLACK","UNKNOWN","MALE","Burglary","Burglary One",503,"5D",402300,138600,38.915,-76.974,"707","7D",399800,129600,38.834,-77.003
"39","Adult Arrest",2019,2019-04-24,11,"f30185b8d8c2b89bf30b85058d0701c0628769ec1784a5fc437b2db23a602614","ca30a223f85e97ea18362c80637ec6daf3e4fcc3437ff2a9f7d7cf5100123208",39,607,"6D","BLACK","HISPANIC","MALE","Other Crimes","Resisting Arrest",607,"6D",402300,133100,38.865,-76.974,"607","6D",402300,133100,38.865,-76.974
"40","Adult Arrest",2019,2019-04-24,7,"58c6e3c3eeb202d8135b9c50021ff000d8caecca83082e056c082ca5f1acf1e7","3ef63f0fb0bd9ac642948418dcf02438c1f65d93e588da06435d064c30d23c8e",33,604,"6D","BLACK","NOT HISPANIC","MALE","Weapon Violations","Carrying a Pistol Without a License (Outside Home or Place of Business) 2015",604,"6D",405900,135000,38.883,-76.932,"604","6D",405900,135000,38.883,-76.932
"41","Adult Arrest",2019,2019-04-24,8,"91bd3894e0de8dd4617eff77bac6bc7fb24e8a45f700a017c0dd86f4fca8d6af","ec6c5e173e766a21bf41d2612e4a43b8405d3f6bdf05b7fbe524301f00febb15",26,707,"7D","BLACK","UNKNOWN","MALE","Homicide","Murder I",707,"7D",400100,130700,38.844,-76.998,"705","7D",400300,130900,38.846,-76.996
"42","Adult Arrest",2019,2019-04-25,12,"f30185b8d8c2b89bf30b85058d0701c0628769ec1784a5fc437b2db23a602614","2f6f9262339c9e5252aac510404d8ef68c0bc343d26a2d262fc46c9cd18ed6fe",28,607,"6D","WHITE","HISPANIC","FEMALE","Other Crimes","Resisting Arrest",607,"6D",402200,133000,38.865,-76.974,"607","6D",402300,133100,38.865,-76.974
"43","Adult Arrest",2019,2019-05-02,7,"1426297f1a5a48e3e077e2a4471e2490e120fc64246ca12b9bc3d3ddb069ce46","52e96b10f30e08b0981e3ca8cf528991f1cd55ec14d67ebf953102f0e99bdcb1",28,409,"4D","BLACK","UNKNOWN","MALE","Traffic Violations","Operation of all-terrain vehicles and dirt bikes",105,"1D",398900,134300,38.877,-77.013,"607","6D",403500,133400,38.869,-76.96
"44","Adult Arrest",2019,2019-05-03,11,"ec9241750f9ab02b8f3a961c02d1afd74f77f209060c9fe883b08d7755e77437","ebdcda8ce351e767ffa125043b3d83fe37536a8f5ee92c6c9c1760b227c0cc45",27,NA,"","BLACK","UNKNOWN","FEMALE","Simple Assault","Simple Assault",301,"3D",397200,139000,38.919,-77.032,"301","3D",397200,139000,38.919,-77.032
"45","Adult Arrest",2019,2019-05-03,7,"a0d5ac20a2569982363f1f62bf8cd069eab199862a00efbae602a03205cd0f70","8b63a58cc2d191e7054c368cf72461915db75cac3fc602c802d52a57a626228a",28,402,"4D","BLACK","UNKNOWN","MALE","Simple Assault","Simple Assault",608,"6D",406100,136900,38.9,-76.93,"402","4D",397600,143800,38.962,-77.028
"46","Adult Arrest",2019,2019-05-04,12,"ec9241750f9ab02b8f3a961c02d1afd74f77f209060c9fe883b08d7755e77437","db0d7080a600b2ac3aff93824f2f5e72b82d39a21d7fb86bcec8b160dc86c111",25,301,"3D","BLACK","NOT HISPANIC","MALE","Simple Assault","Simple Assault",301,"3D",397200,139000,38.919,-77.032,"301","3D",397200,139000,38.919,-77.032
"47","Adult Arrest",2019,2019-05-06,10,"30f5cc1769986221d86f5f81492c8eb4412315c70814108c2ade99570f9faab6","82a7ce7e06e84b27a022779b103696967f813418f0edb2a8930f54862d70c657",20,NA,"","BLACK","NOT HISPANIC","MALE","Burglary","Burglary Two",102,"1D",398600,136300,38.894,-77.017,"208","2D",396000,138300,38.913,-77.046
"48","Adult Arrest",2019,2019-05-06,7,"a0d5ac20a2569982363f1f62bf8cd069eab199862a00efbae602a03205cd0f70","b8785bf890e0d038fb426bd41b05d7d92b6319ab682d215e453289f77a1f7b8b",28,502,"5D","BLACK","UNKNOWN","MALE","Simple Assault","Simple Assault",702,"7D",402600,131700,38.853,-76.97,"402","4D",397600,143800,38.962,-77.028
"49","Adult Arrest",2019,2019-05-07,7,"6e254eb6e0dc0c3ab8daebebfc91a4f37ad119755acb72dac7930c5982b938a2","b97a84645b2a66bc3943da0cfd81fbe64275e1f7132ee0a261ea1e130f8976eb",22,403,"4D","BLACK","NOT HISPANIC","MALE","Weapon Violations","Carrying a Pistol Without a License (Outside Home or Place of Business) 2015",NA,"",NA,NA,NA,NA,"402","4D",397500,143800,38.962,-77.028
"50","Adult Arrest",2019,2019-05-08,4,"607475f28e005711c52a0570817b728dc7cd8b202c719872891587b375c10b2a","84db72c446b464577a972eff2b278fa7e253e26138c08130ee5df8b90680d696",29,604,"6D","BLACK","UNKNOWN","MALE","Aggravated Assault","Assault With Significant Bodily Injury",604,"6D",405900,134300,38.877,-76.932,"604","6D",405900,134200,38.876,-76.932
"51","Adult Arrest",2019,2019-05-16,11,"1dfd0b4f122a8fc6588dbd687927ab5a73d5e681d56f0f84feb1129383540984","4d6a44cf9e3867344f298655b6e465ebc7fe868b35cd4a0de456d9ac04e4b06f",20,NA,"","BLACK","UNKNOWN","FEMALE","Robbery","Robbery",402,"4D",397600,143900,38.963,-77.027,"401","4D",397700,145900,38.981,-77.026
"52","Adult Arrest",2019,2019-05-16,9,"a73dd3056af500dc938e88df0f7d9f6c89e92d18ced890177b65f110f941873c","5dd42bc4534e5f8c2638103dd71a5357b7ef21c3794ed21401e742e57b017d08",40,602,"6D","BLACK","NOT HISPANIC","MALE","Narcotics","Poss W/i To Dist A Controlled Substance",602,"6D",404600,136500,38.897,-76.947,"602","6D",404600,136500,38.897,-76.947
"53","Adult Arrest",2019,2019-05-20,9,"790ac880d0a92a2939a46c3aeafe38385b5c2511759fe9b2c3a439baa6aee461","6879c300d38e95cdcc56358dab9e641d4adf3d853f019ff853c52cdbcaacbd77",23,NA,"","BLACK","NOT HISPANIC","MALE","Other Crimes","Unlawful Entry",708,"7D",399800,128200,38.821,-77.002,"708","7D",399800,128200,38.821,-77.002
"54","Adult Arrest",2019,2019-05-22,8,"a3b9a5855200fc2e53b665271b054c727b325aa5ee261387774fdaa757c9c5c4","ab8c5bb8325720529c78cb44e4782d787c82acfc91aea6456047d86a77c8f623",25,706,"7D","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault W/i To Kill",706,"7D",401200,129600,38.834,-76.986,"708","7D",399900,128200,38.822,-77.001
"55","Adult Arrest",2019,2019-05-23,3,"a3b9a5855200fc2e53b665271b054c727b325aa5ee261387774fdaa757c9c5c4","47ecbda69d327a3b83037b683307ed6d651534eaf760fe87ba76962f019f7943",26,NA,"","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault W/i To Kill",702,"7D",402600,131700,38.853,-76.97,"708","7D",399900,128200,38.822,-77.001
"56","Adult Arrest",2019,2019-05-26,7,"f82ad9ae6db922b78ea1af31bfcd1c68d26d7f3c6ff08d7d34fdd4af636cec3a","d88c5bcc8f28ce96e8dbf84c6b54562d21a4bb01c69ed02c6133055a034eb01e",33,408,"4D","BLACK","NOT HISPANIC","MALE","Liquor Law Violations","Possession Of An Open Container Of Alcohol (poca)",408,"4D",397300,140500,38.933,-77.032,"408","4D",397300,140500,38.933,-77.032
"57","Adult Arrest",2019,2019-05-28,11,"c5066491c3483f9e0f3fe30dd3d72c10198679cb84c7ca3444f0fc3bdff7ca9b","de02603d855375ee4c139f7ddfe4dfc8cdd15080a4dec9e0b30658d8957c24b3",34,NA,"","BLACK","NOT HISPANIC","MALE","Assault with a Dangerous Weapon","Assault With A Dangerous Weapon",604,"6D",405600,134900,38.882,-76.935,"604","6D",405600,134900,38.882,-76.935
"58","Adult Arrest",2019,2019-05-29,12,"c5066491c3483f9e0f3fe30dd3d72c10198679cb84c7ca3444f0fc3bdff7ca9b","2b9d6eadacbdcec9f2e440771c5259948c104ed2f563b6bfbeed5579dd9a0d73",59,604,"6D","BLACK","NOT HISPANIC","FEMALE","Simple Assault","Simple Assault",604,"6D",405600,134900,38.882,-76.935,"604","6D",405600,134900,38.882,-76.935
"59","Adult Arrest",2019,2019-05-29,6,"790ac880d0a92a2939a46c3aeafe38385b5c2511759fe9b2c3a439baa6aee461","50bfb2be1de1f3634ce1edb488de8b2dd17405d3302574cd8ad4083bc948a53e",25,708,"7D","BLACK","NOT HISPANIC","MALE","Other Crimes","Unlawful Entry",708,"7D",399800,128200,38.821,-77.002,"708","7D",399800,128200,38.821,-77.002
"60","Adult Arrest",2019,2019-05-30,8,"22dceb5f8308756188d020dbb249a75a9025231fba02acfe2a239cb086e98705","791f243ae3d31d545db6e04f4c2218a2767f42905c5cade016e7fcc4101e3ff7",23,507,"5D","BLACK","NOT HISPANIC","MALE","Traffic Violations","Operation of all-terrain vehicles and dirt bikes",507,"5D",402200,137400,38.904,-76.974,"604","6D",407200,135500,38.888,-76.917
"61","Adult Arrest",2019,2019-06-06,2,"ead345813279e9c781eeb0361702cced7407e950ac3ab1a9e6bdef9e7ce3ff23","50463a659f8994c6efe60417fe46992eb584f4d51a085bc005befe797daf8b3e",18,701,"7D","BLACK","NOT HISPANIC","FEMALE","Homicide","Murder I",702,"7D",402600,131700,38.853,-76.97,"106","1D",401300,134800,38.881,-76.985
"62","Adult Arrest",2019,2019-06-06,7,"9702bcc4c2181258288a6d6988ccb99c5c03aaf5693a161a9589be021e5c481b","08aae1f35eed78591de38404429ae3d101ebfc805ce9191cd9fe65847b482bbf",18,602,"6D","BLACK","NOT HISPANIC","MALE","Theft from Auto","Theft Second Degree (theft From Motor Vehicle)",702,"7D",402600,131700,38.853,-76.97,"101","1D",398000,136900,38.9,-77.024
"63","Adult Arrest",2019,2019-06-11,5,"607475f28e005711c52a0570817b728dc7cd8b202c719872891587b375c10b2a","8165bd80a4830bed8bf7683251e25cddeb95abbb8765bd15b0f0d4f888747528",24,604,"6D","BLACK","UNKNOWN","MALE","Assault with a Dangerous Weapon","Assault With A Dangerous Weapon",604,"6D",406000,134300,38.877,-76.931,"604","6D",405900,134200,38.876,-76.932
"64","Adult Arrest",2019,2019-06-11,7,"869d89e400e7065adbaf5ca384de99869cedb74a5b85c2bb8a1aeacf66a4aa75","1a28559d78350a7a7c1e10e1b6d4150a09d791444ca286ed514f05063f1a978e",22,602,"6D","BLACK","NOT HISPANIC","FEMALE","Traffic Violations","Leaving After Colliding - Personal Injury",608,"6D",406100,136900,38.9,-76.93,"702","7D",402600,131800,38.854,-76.97
"65","Adult Arrest",2019,2019-06-11,9,"b799b9ad21d9966c6c5b864695aca40489d70dd22dacc5633b56f3a6328e7b69","02cfed99aa8d97183db7fa01c294afd26746594bb6d773cfe386a5042ddce561",28,605,"6D","BLACK","NOT HISPANIC","MALE","Homicide","Murder I",603,"6D",405000,135300,38.885,-76.943,"605","6D",404700,133400,38.869,-76.946
"66","Adult Arrest",2019,2019-06-12,10,"22dceb5f8308756188d020dbb249a75a9025231fba02acfe2a239cb086e98705","be2a72f4e0d221149cf9f95f5c377e85fe456bb6c6728c5eae084942a48ae3b7",21,NA,"","BLACK","NOT HISPANIC","MALE","Traffic Violations","Operation of all-terrain vehicles and dirt bikes",507,"5D",402200,137400,38.904,-76.974,"604","6D",407200,135500,38.888,-76.917
"67","Adult Arrest",2019,2019-06-12,7,"869d89e400e7065adbaf5ca384de99869cedb74a5b85c2bb8a1aeacf66a4aa75","f8b1d1e1686ab91d47591c0ae86c58175858d4f0e244e7f4d74520f4d74dc81e",22,704,"7D","BLACK","NOT HISPANIC","MALE","Traffic Violations","Leaving After Colliding - Personal Injury",704,"7D",401800,131100,38.847,-76.979,"702","7D",402600,131800,38.854,-76.97
"68","Adult Arrest",2019,2019-06-13,10,"30f5cc1769986221d86f5f81492c8eb4412315c70814108c2ade99570f9faab6","2ef397d3adc5e4e90a9062e49bee4e64f10450f9edde96e1c71d0b67435d8f53",24,106,"1D","BLACK","NOT HISPANIC","MALE","Burglary","Burglary Two",204,"2D",393500,140800,38.935,-77.075,"208","2D",396000,138300,38.913,-77.046
